,month_of_crash,day_of_week,hour_of_crash,manner_of_collision,light_condition,land_use,latitude,longitude,atmospheric_conditions_1,number_of_drunk_drivers,number_of_fatalities
17823,5,2,14,0,1,1,31.59852778,-89.75234444,1,1,1
17824,1,6,15,0,1,1,37.39510556,-87.47205278,1,0,1
17825,10,4,8,0,1,1,31.53846111,-89.04430556,1,0,1
17826,4,5,17,0,1,1,33.36073611,-81.38425833,1,1,1
17827,7,1,6,0,1,1,30.85329722,-88.89870556,1,1,1
17828,3,6,10,0,1,1,34.18616111,-89.16651944,1,0,3
17829,7,3,7,0,1,1,33.24616111,-82.38713611,1,0,1
17830,6,3,19,0,1,1,41.29001111,-87.449525,1,0,1
17831,8,7,20,0,5,1,38.52361111,-80.31361111,1,0,1
17832,9,3,9,0,1,1,35.8046,-94.6821,1,0,1
17833,11,6,8,0,1,1,35.31328333,-93.94160278,1,0,1
17834,7,6,12,0,1,1,35.69533611,-109.27210833,1,1,1
17835,8,1,6,0,1,1,42.74912222,-106.32285833,1,1,1
17836,5,4,16,0,1,1,39.07629444,-123.46225556,1,0,1
17837,8,7,8,0,1,1,36.13541111,-119.0653,1,0,1
17838,5,7,3,0,2,1,33.38582222,-81.32300556,1,1,1
17839,11,2,0,0,2,1,34.60413889,-91.16042778,1,0,1
17840,4,5,19,0,1,1,37.24113056,-119.70778889,1,0,1
17841,9,4,18,0,1,1,40.204425,-121.50864722,1,0,1
17842,1,2,17,0,2,1,33.69058056,-116.70831111,1,0,1
17843,6,1,20,0,5,1,38.48243056,-123.01098333,1,0,1
17844,1,7,22,0,3,1,33.36450833,-117.09749444,1,0,1
17845,10,7,18,0,5,1,35.70598889,-118.76275278,1,0,1
17846,2,2,21,0,3,2,33.67730556,-117.75182778,1,1,2
17847,1,5,99,0,1,1,33.32812222,-116.70287778,1,0,1
17848,7,6,21,0,5,1,40.14307222,-122.13343056,1,0,2
17849,3,7,1,0,2,1,33.98633611,-87.85301389,1,0,1
17850,1,6,0,0,2,1,37.751325,-85.25608056,1,0,1
17851,10,5,0,0,2,2,42.99457222,-76.09891389,1,0,2
17852,7,3,22,0,2,2,31.31333889,-92.55453056,1,1,1
17853,8,1,21,0,2,1,31.6812,-91.90668889,1,0,1
17854,8,2,19,0,2,1,32.40211944,-92.4111,1,1,1
17855,8,7,23,0,2,1,30.57733889,-91.58239722,1,1,1
17856,1,1,20,0,2,1,30.45171111,-90.31066944,1,1,1
17857,4,6,0,0,2,1,34.46150278,-82.05505556,1,1,1
17858,4,1,23,0,2,1,30.37935,-90.7702,1,1,1
17859,1,5,5,0,2,1,39.741975,-77.88898333,1,0,1
17860,6,7,4,0,2,1,30.72448056,-84.48694722,1,1,1
17861,1,3,17,0,5,1,38.55918611,-85.19541111,1,0,1
17862,7,3,23,0,2,1,42.14745833,-123.60169444,1,1,1
17863,3,1,2,0,2,1,33.10242222,-80.01851667,1,1,1
17864,8,6,19,0,1,1,34.56726111,-84.30911111,1,0,1
17865,6,7,2,0,3,1,33.65770278,-85.51803056,1,1,1
17866,7,1,16,0,1,1,34.27772778,-117.84559722,1,0,1
17867,4,6,15,0,1,1,35.21428889,-119.01098333,1,0,1
17868,7,3,14,0,1,1,38.56868056,-122.56608889,1,1,1
17869,10,6,8,0,1,1,35.51931111,-119.18547222,1,0,1
17870,6,2,99,0,1,1,39.16482222,-122.96717778,1,1,1
17871,6,2,16,0,1,1,38.27595556,-120.73191944,1,0,1
17872,12,1,15,0,1,1,39.03636667,-122.33915833,1,1,1
17873,1,6,17,0,2,1,37.01149444,-87.00464444,4,0,1
17874,1,1,15,0,1,1,41.49240556,-76.379275,4,1,1
17875,2,2,8,0,1,1,39.50968333,-83.94204167,4,0,1
17876,2,1,2,0,2,1,41.03521944,-80.13040556,4,0,1
17877,2,1,4,0,2,1,35.11363333,-93.54275278,4,0,1
17878,7,4,10,0,1,1,35.58666389,-81.08545,1,0,1
17879,6,5,15,0,1,1,39.09863611,-122.80377222,1,1,1
17880,8,3,10,0,1,1,33.406475,-96.37500833,1,1,1
17881,2,5,12,0,1,1,30.33143056,-95.30298889,1,0,2
17882,7,5,22,0,2,2,30.12388333,-95.64853889,1,1,1
17883,2,3,12,0,1,1,35.51940833,-100.53123611,1,0,1
17884,8,3,10,0,1,1,43.17650556,-85.32069167,1,0,1
17885,11,1,0,0,2,1,32.4526,-94.86041111,1,0,1
17886,3,7,21,0,2,2,35.56501944,-121.09811111,1,0,1
17887,6,2,3,0,3,2,37.57881111,-121.981,1,0,1
17888,1,4,8,0,1,1,43.29128889,-77.90827222,1,0,1
17889,12,5,23,0,2,2,33.53540556,-83.84993611,1,0,1
17890,11,7,22,0,2,2,33.95981389,-81.07471944,1,1,1
17891,1,1,9,0,1,1,42.037,-95.41400556,1,0,1
17892,5,7,1,0,3,2,34.18215556,-82.12533889,1,1,1
17893,8,4,18,0,1,1,32.66320556,-80.12661389,1,1,1
17894,3,2,1,0,3,2,39.65591111,-75.75148056,1,1,1
17895,9,5,14,0,1,1,39.43941944,-86.35005556,1,0,2
17896,4,5,5,0,2,1,33.861575,-84.91180833,1,0,1
17897,12,7,3,0,3,1,34.94745556,-81.83692222,1,1,1
17898,8,2,5,0,4,1,34.22732778,-80.31762222,1,1,1
17899,10,2,15,0,1,1,34.72525278,-81.2667,1,1,1
17900,10,1,5,0,2,1,30.61198611,-92.67446389,1,1,1
17901,10,5,22,0,3,1,30.69735278,-84.37048333,1,0,1
17902,1,5,18,0,2,1,41.20811111,-87.84851667,1,0,1
17903,1,3,22,0,2,1,32.67814167,-80.03474167,1,0,1
17904,10,1,1,0,2,1,33.62220556,-87.94891944,1,0,1
17905,7,5,23,0,2,1,44.38301389,-123.28728889,1,0,1
17906,10,7,0,0,2,1,34.299825,-80.20298056,1,1,1
17907,1,6,18,0,2,1,39.76389722,-79.93638333,1,0,1
17908,3,1,2,0,2,1,40.59351111,-91.13763889,1,0,1
17909,8,1,2,0,2,1,38.13075556,-84.200425,1,0,1
17910,4,4,1,0,2,1,33.48070556,-93.63545,1,0,2
17911,7,5,7,0,1,1,31.98890556,-87.24541667,1,0,1
17912,1,4,7,0,1,1,35.12556944,-82.27333056,1,0,1
17913,1,1,13,0,1,1,31.33051111,-83.84719444,1,0,1
17914,5,1,17,0,1,1,32.13816111,-89.85501389,1,1,1
17915,9,3,16,0,1,1,34.55584722,-81.97701111,1,0,1
17916,4,5,16,0,1,1,45.14945278,-122.62001389,1,0,1
17917,12,4,10,0,1,1,32.92421944,-88.85278611,1,0,2
17918,5,6,11,0,1,1,32.13784444,-82.40160833,1,0,1
17919,2,5,10,0,1,1,31.81283056,-89.75633611,1,0,1
17920,7,2,14,0,1,1,44.47623333,-123.27319167,1,0,1
17921,7,6,15,0,1,1,31.23384444,-89.45785556,1,0,1
17922,7,1,15,0,1,1,34.05472778,-92.62678889,1,0,1
17923,7,2,15,0,1,1,34.43251944,-89.311625,1,0,1
17924,12,5,16,0,1,1,31.33546667,-84.08707222,1,0,1
17925,9,5,12,0,1,1,38.96272778,-84.85026111,1,0,1
17926,8,3,17,0,1,1,33.55728611,-80.25838611,1,0,1
17927,3,6,12,0,1,1,38.75233889,-82.63308333,1,0,1
17928,3,1,19,0,1,1,37.49083611,-112.56718611,1,0,1
17929,10,4,12,0,1,1,31.98864444,-90.30039444,1,0,1
17930,10,3,17,0,1,1,34.72110833,-82.38787778,1,0,1
17931,8,7,16,0,1,1,33.031025,-89.46531111,1,0,2
17932,10,5,13,0,1,1,30.27928333,-87.66872778,1,0,1
17933,9,6,10,0,1,1,44.17623333,-73.782875,1,0,1
17934,8,3,17,0,1,1,39.98781667,-105.43581667,1,1,1
17935,11,7,9,0,1,1,34.63796389,-88.49653333,1,0,1
17936,4,1,19,0,1,1,36.0186,-90.69299444,1,0,1
17937,6,7,12,0,1,1,43.67937778,-115.96805278,1,0,1
17938,9,7,14,0,1,1,31.13426111,-89.693525,1,0,1
17939,12,6,10,0,1,1,36.30391944,-87.10341944,1,0,1
17940,7,6,8,0,1,1,32.69216944,-82.50825,1,0,1
17941,1,1,6,0,2,1,34.54254167,-83.82678611,1,0,1
17942,1,3,2,0,2,1,31.36099167,-82.99600556,1,0,1
17943,9,4,6,0,2,1,40.57738889,-92.14955556,1,1,1
17944,2,7,5,0,2,1,31.668975,-90.71166389,1,0,1
17945,5,3,6,0,4,1,38.77810833,-84.9965,1,0,1
17946,8,1,3,0,2,1,36.22356944,-87.34448056,1,0,1
17947,7,1,0,0,2,1,33.29638056,-80.56035278,1,1,1
17948,11,6,20,0,2,1,37.99041667,-92.11569444,1,0,1
17949,11,6,6,0,2,1,34.28728056,-89.44804722,1,0,1
17950,4,4,11,0,1,1,33.15340556,-86.65777222,1,0,1
17951,11,6,21,0,2,2,31.87639167,-85.24622778,1,0,1
17952,6,5,5,0,2,2,34.37270556,-84.96445833,1,0,1
17953,10,3,5,0,2,2,33.68378889,-84.23711944,1,0,1
17954,7,7,6,0,4,1,32.76069444,-88.77556944,1,1,1
17955,2,1,3,0,2,2,35.01833333,-81.09084444,1,1,1
17956,10,7,2,0,2,2,34.11268611,-80.80791389,1,1,1
17957,1,1,3,0,2,1,38.11266944,-85.34605,1,1,1
17958,7,7,2,0,2,1,31.84046389,-90.46167778,1,1,1
17959,5,7,1,0,2,1,41.72165556,-87.88799167,1,1,1
17960,2,5,23,0,2,1,37.92605278,-86.99815556,1,0,1
17961,7,1,3,0,2,1,44.16930278,-88.98642778,1,1,1
17962,1,6,23,0,3,1,34.08328889,-82.13305556,1,1,1
17963,8,6,23,0,3,1,32.73062222,-80.10515,1,0,1
17964,12,6,18,0,2,1,34.71376389,-80.20388056,1,1,1
17965,3,5,1,0,2,1,41.10153056,-75.25508611,1,0,1
17966,12,1,1,0,2,1,39.10614444,-89.48730556,1,1,2
17967,4,7,21,0,2,1,34.21310833,-79.33714167,1,0,1
17968,8,6,5,0,2,1,34.20586944,-82.50118333,1,1,1
17969,9,7,0,0,2,1,34.14288611,-80.42454167,1,1,1
17970,10,5,0,0,2,1,33.77884167,-79.19239722,1,0,1
17971,10,7,2,0,2,1,30.96321111,-93.10773056,1,1,1
17972,10,1,3,0,2,1,34.61641389,-90.10241111,1,1,1
17973,3,7,6,0,9,1,36.0089,-87.22663056,1,0,1
17974,11,3,21,0,2,1,30.99956389,-89.34508611,1,1,1
17975,4,3,22,0,2,1,35.85755278,-90.78754444,1,0,1
17976,9,5,1,0,2,2,40.97123056,-72.22140278,1,1,1
17977,4,7,5,0,2,2,34.77793889,-82.51581389,1,1,1
17978,6,4,19,0,1,2,33.96553056,-83.71793889,1,0,1
17979,5,7,21,0,2,2,40.32532778,-79.63741389,1,0,1
17980,7,1,4,0,3,2,40.79348889,-72.90763889,1,0,1
17981,5,7,0,0,3,2,29.6887,-82.37232778,1,0,1
17982,5,6,10,0,1,1,33.95899444,-81.53058611,1,0,1
17983,10,7,8,0,1,1,34.28323611,-81.49895278,1,0,1
17984,11,4,22,0,2,2,41.75648056,-72.19438333,1,1,1
17985,1,3,22,0,3,2,31.93636111,-81.05138889,1,0,1
17986,2,5,17,0,1,1,35.15989722,-93.91259444,1,1,1
17987,11,5,13,0,1,1,33.829575,-84.97999167,1,0,1
17988,8,1,17,0,1,1,33.11709722,-79.6472,1,0,1
17989,6,6,16,0,1,1,32.93296667,-79.69587778,1,0,1
17990,3,1,0,0,2,1,26.95680833,-81.76080556,1,0,1
17991,3,3,16,0,1,1,38.97665556,-85.89115,2,0,1
17992,10,7,13,0,1,1,27.20873056,-81.79183889,2,0,1
17993,7,4,99,0,1,1,36.03356111,-89.20016944,2,0,1
17994,11,2,18,0,2,1,38.44577222,-85.66475,2,0,1
17995,12,4,8,0,1,1,33.47061944,-84.89737778,2,0,2
17996,11,4,0,0,2,1,33.9347,-81.48948889,2,1,1
17997,9,7,12,0,1,1,40.82205,-76.602275,2,0,1
17998,2,3,11,0,1,1,34.697225,-77.560425,3,0,1
17999,9,6,5,0,4,2,39.82414722,-75.10416667,2,0,1
18000,1,1,18,0,2,2,41.97851111,-73.74483056,2,0,1
18001,12,2,16,0,5,1,40.96895,-79.97015833,2,0,1
18002,9,4,3,0,2,2,39.12775833,-77.33373611,2,1,1
18003,4,6,19,0,5,1,34.87791389,-87.71029444,10,1,1
18004,2,6,17,0,5,1,34.12172778,-83.51176944,10,0,1
18005,1,6,8,0,1,1,39.26657222,-86.27654722,10,0,1
18006,9,3,17,0,1,2,30.04578611,-91.81386389,10,1,1
18007,5,2,11,0,1,1,37.37430556,-92.70536111,10,0,1
18008,8,6,7,0,1,1,36.2751,-98.335,10,0,1
18009,9,1,1,0,2,1,37.78878333,-84.39350833,10,1,1
18010,9,3,21,0,2,1,38.70830556,-90.85677778,10,1,1
18011,3,6,7,0,1,1,42.14561944,-76.65221667,10,0,1
18012,4,2,14,0,1,1,34.70988889,-82.666525,10,0,1
18013,5,6,7,0,4,1,33.46569167,-85.14171944,10,0,1
18014,1,3,9,0,1,1,37.84746111,-83.91822222,10,0,1
18015,6,7,0,0,2,1,40.43135833,-83.17819167,10,1,3
18016,7,1,10,0,1,1,38.76637222,-84.08124167,10,1,1
18017,12,2,6,0,2,1,39.27440833,-82.38938889,10,1,1
18018,6,6,21,0,2,2,33.93914722,-117.16400556,10,1,1
18019,7,2,5,0,4,2,32.81302222,-117.151525,10,0,1
18020,1,6,23,0,2,1,38.33538611,-121.56192222,10,1,2
18021,4,3,19,0,1,1,40.73341111,-122.07358889,10,0,2
18022,5,1,5,0,2,2,37.36503611,-122.062825,10,1,1
18023,4,6,15,0,1,1,44.31284444,-123.29545,10,0,1
18024,12,5,19,0,2,1,30.63701111,-85.15768056,10,0,1
18025,9,4,8,0,1,1,45.88555,-89.82639444,10,1,1
18026,7,5,14,0,1,2,38.18594444,-90.41833333,10,1,1
18027,8,1,21,0,2,2,32.477475,-80.64798056,10,1,1
18028,3,1,21,0,2,2,32.22006667,-80.69586389,10,0,2
18029,12,5,21,0,2,1,34.09746667,-87.74688611,10,0,1
18030,12,4,22,0,2,1,34.16239167,-88.63370556,10,0,1
18031,12,2,20,0,2,1,32.23236389,-81.56711944,10,0,1
18032,7,7,2,0,2,1,32.97025556,-90.06568611,10,1,1
18033,1,6,14,0,1,1,34.0854,-96.6486,10,0,1
18034,9,5,21,0,1,1,34.48401111,-83.84242222,10,0,1
18035,12,7,16,0,1,1,37.71358889,-86.22652778,10,1,1
18036,10,7,20,0,2,1,33.56758889,-83.84891944,10,1,2
18037,8,7,21,0,2,1,31.98090278,-87.21265,10,1,1
18038,2,7,5,0,2,1,32.06335278,-88.73974167,10,0,1
18039,10,1,3,0,2,1,33.01316944,-80.71270278,10,1,1
18040,6,6,23,0,2,1,40.05631944,-82.13993611,10,0,1
18041,6,4,5,0,4,1,33.07240556,-79.84415,10,0,1
18042,3,7,5,0,2,1,33.21825278,-95.58598611,10,0,3
18043,4,7,22,0,2,1,32.99977222,-94.63878889,10,1,1
18044,4,1,5,0,3,2,32.844175,-97.04028611,10,0,1
18045,8,1,15,0,1,1,30.55954722,-95.09178889,10,0,1
18046,7,1,3,0,2,1,36.51785,-119.50668056,10,1,1
18047,6,3,19,0,1,1,34.48863611,-119.78543056,10,0,1
18048,10,7,23,0,2,1,38.09266111,-120.47958056,10,0,1
18049,5,2,4,0,2,1,38.63113611,-120.85249722,10,0,1
18050,12,1,23,0,2,1,37.76331944,-79.98950833,2,0,1
18051,3,3,12,0,1,1,34.54287222,-86.15238889,2,0,2
18052,9,5,11,0,1,1,37.10861111,-82.15361111,2,1,1
18053,3,4,8,0,1,2,40.138925,-79.54747778,2,0,1
18054,12,1,1,0,6,1,33.20941111,-94.0266,99,0,1
18055,6,1,99,0,9,1,35.12188056,-84.31486111,99,0,1
18056,11,7,7,0,2,2,47.30597222,-122.57690556,99,1,1
18057,9,7,20,0,9,1,38.15994444,-90.55258333,99,0,1
18058,5,4,10,0,1,2,30.116075,-97.28279444,2,0,1
18059,5,2,20,0,2,1,38.08279722,-75.39865833,2,1,3
18060,3,4,17,0,1,1,36.38384722,-93.40886111,2,0,1
18061,10,2,12,0,1,1,45.69351389,-88.43110278,2,0,1
18062,3,4,2,0,2,1,32.6834,-93.9624,2,1,1
18063,2,1,20,0,2,1,35.52406944,-84.46573889,2,1,1
18064,12,7,7,0,1,1,37.54569167,-89.31373333,2,1,1
18065,11,2,15,0,1,1,35.6643,-96.8903,2,0,1
18066,12,4,20,0,2,1,34.54150833,-84.33925833,2,0,1
18067,1,5,20,0,2,1,37.69772222,-84.75888056,2,0,1
18068,5,5,17,0,1,1,37.57888889,-80.91166944,2,0,1
18069,6,5,13,0,1,1,38.79459444,-119.95886944,2,0,1
18070,7,7,17,0,1,1,32.57143056,-86.15946389,2,0,1
18071,12,3,7,0,1,1,30.02847222,-82.15791389,2,0,1
18072,8,5,16,0,1,1,44.79311667,-86.04988056,2,0,1
18073,12,1,19,0,2,1,34.17074722,-83.07973889,5,1,1
18074,10,3,3,0,2,1,37.39894444,-86.09391667,5,1,1
18075,3,6,2,0,2,1,30.34238056,-93.805275,5,0,1
18076,12,7,18,0,2,1,36.51878889,-78.81852778,5,0,1
18077,10,2,7,0,1,1,34.32579167,-82.52954167,5,0,1
18078,4,6,7,0,4,1,41.18663333,-86.94951111,5,0,1
18079,6,3,99,0,9,2,35.83186111,-83.94235,99,1,1
18080,9,4,99,0,9,1,48.29996667,-121.55765,99,1,1
18081,3,7,17,0,9,1,38.14344444,-90.53083333,99,1,1
18082,9,5,12,0,1,1,34.11727778,-81.08544167,99,0,1
18083,5,3,4,0,2,1,31.73055556,-90.72634167,5,0,1
18084,7,3,5,0,2,1,33.24093056,-84.38916944,5,0,1
18085,1,2,21,0,2,1,32.21718333,-85.91875,5,1,1
18086,2,7,16,0,1,1,31.51086111,-94.24281944,2,0,1
18087,4,1,10,0,1,1,35.27568889,-81.53283611,2,0,1
18088,3,7,13,0,1,1,30.44759722,-96.02689444,2,0,1
18089,5,7,23,0,2,1,29.17716111,-97.76021944,2,1,1
18090,5,7,14,0,1,1,38.21703056,-97.51903889,2,0,1
18091,10,1,11,0,1,1,32.8514,-93.9665,2,0,1
18092,3,1,18,0,1,1,34.69709167,-82.05352222,2,0,1
18093,7,6,6,0,4,1,40.25952222,-79.72987222,2,0,1
18094,7,6,17,0,1,1,37.03321944,-84.51858889,2,1,1
18095,4,7,6,0,4,2,41.60824167,-88.04556667,2,1,1
18096,12,2,0,0,2,2,31.99959444,-81.247375,2,1,1
18097,6,7,19,0,1,1,41.0157,-75.77255556,2,1,2
18098,8,2,15,0,1,1,41.25151944,-76.70535833,2,0,1
18099,11,5,21,0,2,2,40.29712222,-75.11215278,2,0,1
18100,3,1,4,0,3,2,34.16718333,-82.12918333,2,1,1
18101,6,1,11,0,1,1,30.87175,-90.40095,2,0,1
18102,1,3,16,0,5,1,35.636375,-80.80953611,2,0,1
18103,12,5,10,0,1,1,36.17655,-78.38455278,2,0,1
18104,11,3,4,0,3,2,45.47130833,-122.63976111,2,1,1
18105,10,6,23,0,2,1,31.98453889,-83.46026389,2,0,1
18106,7,6,7,0,4,1,38.43113611,-85.23409167,2,0,1
18107,9,2,15,0,1,1,44.25248056,-91.460175,2,1,1
18108,1,6,15,0,1,1,36.26129167,-84.18621111,2,0,2
18109,6,2,19,0,1,1,36.31985833,-93.76909444,2,1,1
18110,1,7,21,0,2,1,30.32742778,-93.63918056,2,1,1
18111,5,2,20,0,2,1,33.31074444,-83.80848056,2,0,1
18112,5,2,0,0,2,1,32.68734167,-89.14667222,2,0,1
18113,3,6,10,0,1,1,36.17529722,-82.52854722,2,0,1
18114,1,7,4,0,2,2,33.9146,-83.71792778,2,0,2
18115,12,2,5,0,3,2,30.65119167,-91.16464167,2,1,1
18116,7,5,16,0,1,2,34.25253611,-83.84502778,2,0,1
18117,10,7,3,0,2,2,34.80764444,-82.30175556,2,1,1
18118,1,7,13,0,1,2,41.24920833,-84.39959167,2,0,1
18119,10,3,21,0,2,1,40.806,-85.92280833,2,0,1
18120,12,4,2,0,3,2,30.17096111,-93.22173611,10,0,1
18121,3,3,4,0,2,2,38.98130833,-84.51621667,10,1,1
18122,12,5,8,0,1,1,38.70308056,-84.89561111,10,1,1
18123,1,6,6,0,2,2,39.60069722,-84.1612,10,0,1
18124,4,6,0,0,2,1,37.02297222,-84.07681944,10,0,1
18125,5,4,19,0,1,1,31.33458056,-93.11531111,10,0,1
18126,1,7,23,0,2,1,36.98399167,-87.99549444,10,1,1
18127,1,7,1,0,2,1,47.99029167,-122.86871111,10,1,1
18128,9,2,7,0,1,1,40.97687222,-73.75835278,10,0,1
18129,1,3,3,0,3,1,40.66460556,-73.79971667,10,0,1
18130,7,6,14,0,1,1,41.37458611,-74.18005556,10,0,1
18131,7,6,14,0,1,1,32.57099722,-83.40778611,10,0,1
18132,11,7,1,0,2,1,40.6977,-81.52661944,10,1,1
18133,3,2,12,0,1,1,31.95483889,-89.84970833,10,0,1
18134,9,6,19,0,1,1,32.96671389,-80.59953333,10,1,1
18135,2,4,0,0,6,1,32.74410833,-80.13395278,10,1,1
18136,12,3,16,0,1,1,34.10161389,-89.32349722,10,1,1
18137,11,4,7,0,1,1,37.69275,-91.51669444,10,0,1
18138,12,1,14,0,1,1,34.927875,-83.09774167,10,0,1
18139,3,7,16,0,1,1,33.09906389,-86.01120278,10,0,1
18140,5,1,18,0,1,1,34.72349722,-89.81151944,10,1,1
18141,10,3,15,0,1,1,33.34581667,-90.00891389,10,0,1
18142,11,5,9,0,1,2,39.3407,-74.9959,10,0,1
18143,8,1,6,0,1,2,33.88468611,-84.36511944,10,0,1
18144,5,5,22,0,3,2,30.25370556,-81.50942222,10,0,1
18145,8,5,3,0,2,1,41.88710556,-73.76884444,10,1,1
18146,12,4,8,0,1,2,43.34530556,-82.82580556,10,0,1
18147,10,7,19,0,5,1,36.12412778,-77.40374444,10,1,3
18148,11,4,9,0,1,1,32.62669444,-98.48161389,10,0,1
18149,6,7,0,0,2,1,32.511375,-88.0913,10,0,1
18150,1,4,13,0,1,1,37.10824722,-85.27445556,10,0,1
18151,3,4,16,0,1,1,37.20764444,-86.43297222,10,0,1
18152,12,6,13,0,1,1,34.97418889,-84.77531111,10,0,1
18153,10,6,15,0,1,2,38.40084444,-81.74780556,10,0,1
18154,8,6,22,0,2,1,44.97983889,-88.82215,10,1,1
18155,4,5,2,0,2,1,43.68170833,-89.79266389,10,1,1
18156,4,7,6,0,1,1,45.20834722,-87.53249722,10,0,1
18157,11,6,22,0,2,1,44.77388056,-69.90689444,10,1,1
18158,2,3,17,0,1,1,33.30622222,-95.58519722,10,0,1
18159,11,5,13,0,1,1,42.44195278,-123.46170278,10,1,1
18160,4,5,21,0,2,1,45.20845,-122.93786389,10,1,1
18161,2,2,10,0,1,1,31.18659444,-83.19280278,10,0,1
18162,3,2,10,0,1,2,29.76314722,-82.00359722,10,0,1
18163,7,7,22,0,2,2,28.42091111,-81.45861111,10,1,1
18164,1,1,0,0,3,2,43.32680278,-88.27480556,10,1,1
18165,8,3,12,0,1,2,25.76525278,-80.33625556,10,0,1
18166,8,6,13,0,1,2,34.99347778,-81.99616111,10,0,1
18167,10,1,21,0,2,1,38.06778056,-84.34363333,10,0,1
18168,10,6,0,0,2,1,46.98406389,-112.36130556,10,1,1
18169,8,4,17,0,1,1,37.80661944,-85.66134444,10,0,1
18170,6,2,10,0,1,1,37.56669444,-82.556125,10,1,1
18171,12,5,22,0,2,1,36.55236111,-88.18082778,10,0,1
18172,11,6,1,0,2,1,31.65849722,-94.39038333,10,1,1
18173,4,7,23,0,2,1,35.14500556,-83.30558611,10,1,1
18174,4,2,18,0,1,1,35.61327222,-82.1644,10,1,1
18175,6,1,18,0,1,2,34.05326667,-80.98470833,1,1,1
18176,8,7,23,0,3,2,40.03691389,-75.20987222,1,1,1
18177,4,1,0,0,2,2,32.56443611,-85.93123889,1,1,1
18178,10,2,19,0,5,1,31.85077222,-81.46510833,1,1,1
18179,4,5,15,0,1,2,42.08313611,-72.67955833,1,0,1
18180,10,6,23,0,2,1,32.39404167,-88.64518333,1,0,1
18181,2,5,18,0,2,2,40.30381111,-74.88112778,1,0,1
18182,11,5,16,0,1,2,36.041775,-84.35581111,1,0,1
18183,7,1,14,0,1,1,32.93342222,-89.54946667,1,0,1
18184,11,5,11,0,1,1,34.69596944,-82.54290278,1,1,1
18185,8,1,7,0,1,1,45.05073333,-123.50436944,1,1,1
18186,10,6,0,0,2,1,43.36096944,-72.20617778,1,0,1
18187,8,7,23,0,3,2,41.39478333,-81.84691389,1,1,1
18188,9,4,99,0,9,2,47.36309722,-122.17592778,1,1,2
18189,3,1,20,0,2,2,33.50184444,-84.349575,1,0,1
18190,12,7,9,0,1,1,43.73795,-122.45444444,1,0,1
18191,7,5,12,0,1,1,38.14308333,-93.19513889,1,0,1
18192,6,1,9,0,1,1,39.87151944,-74.73353889,1,0,1
18193,6,6,16,0,1,1,43.66731389,-123.47863056,1,0,1
18194,9,4,18,0,1,1,34.63040833,-85.97282222,1,1,1
18195,5,2,19,0,5,2,40.39466389,-79.83813056,1,1,1
18196,10,2,11,0,1,1,39.89260556,-85.35509722,1,0,1
18197,11,5,11,0,1,1,35.06469722,-92.08618333,1,0,1
18198,8,5,14,0,1,1,44.09679167,-122.70560278,1,0,1
18199,2,7,11,0,1,1,39.34915833,-86.49013056,1,1,1
18200,9,6,18,0,1,1,41.93596389,-89.392525,1,0,1
18201,4,6,23,7,3,2,41.80729167,-71.44051944,1,1,1
18202,4,7,21,0,2,2,39.09761944,-76.71163333,1,0,1
18203,1,6,19,0,3,2,40.80160278,-73.46082778,1,0,1
18204,5,7,19,0,1,2,39.80085278,-75.05395,1,1,1
18205,9,3,16,0,1,1,48.18506111,-122.62654722,1,0,1
18206,6,1,1,0,2,1,32.54213889,-83.51947222,1,1,1
18207,11,7,2,0,2,1,38.74253056,-85.40905278,1,0,1
18208,9,6,18,0,1,1,34.81037778,-83.84766667,1,0,1
18209,12,6,23,0,3,2,38.76582222,-77.18430833,98,0,1
18210,4,1,12,0,1,1,43.32054167,-122.693925,98,0,2
18211,4,6,0,0,6,2,41.68719167,-71.94405278,98,0,1
18212,12,4,6,0,1,1,32.60726667,-89.84206667,98,0,1
18213,11,2,18,0,2,1,45.05197222,-123.77776667,98,0,1
18214,4,7,14,0,1,1,43.6616,-123.34694722,98,0,1
18215,11,6,9,0,1,1,42.11943333,-123.60997778,98,0,1
18216,7,6,22,0,2,1,40.71548889,-75.76798889,1,1,2
18217,2,3,22,0,2,1,31.94608333,-90.98561389,1,1,1
18218,7,7,5,0,2,1,31.77054444,-84.55959722,1,0,1
18219,9,2,2,0,2,1,44.36533889,-71.17522778,1,1,1
18220,10,6,18,0,5,1,40.713325,-75.79084167,1,0,1
18221,5,4,7,0,9,2,38.56864722,-90.09029722,1,1,1
18222,5,2,3,0,2,1,38.36961944,-75.26698889,1,1,1
18223,9,7,21,0,2,1,32.84420833,-87.89558611,1,0,1
18224,4,1,21,0,2,1,39.39114444,-88.96508889,1,0,1
18225,9,3,19,0,2,1,38.42981944,-87.308525,1,0,1
18226,6,3,99,0,4,1,39.37463333,-81.27692778,1,0,1
18227,8,3,3,0,2,2,32.73340556,-80.10575833,1,1,1
18228,4,7,7,0,1,2,41.29655278,-73.1051,1,1,1
18229,10,6,1,0,3,2,45.60446667,-122.55341944,1,1,1
18230,8,7,19,0,5,1,40.74809167,-76.46691389,1,1,1
18231,7,5,20,0,2,1,40.14186111,-79.50950833,1,1,1
18232,3,1,23,0,2,1,36.81368056,-83.64719444,1,1,1
18233,12,7,13,0,1,2,39.14271667,-76.817675,1,0,1
18234,7,7,13,0,1,2,28.30113056,-81.35913056,1,0,1
